Dex,Name,Type1,Type2,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Total,Level-Up Moves
515,Panpour,Water,,50,53,48,53,48,64,316,Scratch (Lv 1); Play Nice (Lv 1); Leer (Lv 4); Lick (Lv 7); Water Gun (Lv 10); Fury Swipes (Lv 13); Water Sport (Lv 16); Bite (Lv 19); Scald (Lv 22); Taunt (Lv 25); Fling (Lv 28); Acrobatics (Lv 31); Brine (Lv 34); Recycle (Lv 37); Natural Gift (Lv 40); Crunch (Lv 43)
516,Simipour,Water,,75,98,63,98,63,101,498,Leer (Lv 1); Lick (Lv 1); Fury Swipes (Lv 1); Scald (Lv 1)
517,Munna,Psychic,,76,25,45,67,55,24,292,Stored Power (Lv 1); Defense Curl (Lv 1); Hypnosis (Lv 4); Psybeam (Lv 8); Imprison (Lv 12); Moonlight (Lv 16); Magic Coat (Lv 20); Zen Headbutt (Lv 24); Calm Mind (Lv 28); Yawn (Lv 32); Psychic (Lv 36); Moonblast (Lv 40); Dream Eater (Lv 44); Future Sight (Lv 48); Wonder Room (Lv 52)
518,Musharna,Psychic,,116,55,85,107,95,29,487,Psychic Terrain (Lv 1); Imprison (Lv 1); Moonlight (Lv 1); Magic Coat (Lv 1); Zen Headbutt (Lv 1); Calm Mind (Lv 1); Yawn (Lv 1); Psychic (Lv 1); Moonblast (Lv 1); Dream Eater (Lv 1); Future Sight (Lv 1); Wonder Room (Lv 1); Stored Power (Lv 1); Defense Curl (Lv 1); Hypnosis (Lv 1); Psybeam (Lv 1)
519,Pidove,Normal,Flying,50,55,50,36,30,43,264,Gust (Lv 1); Growl (Lv 1); Leer (Lv 4); Quick Attack (Lv 8); Taunt (Lv 12); Air Cutter (Lv 16); Swagger (Lv 20); Feather Dance (Lv 24); Detect (Lv 28); Air Slash (Lv 32); Roost (Lv 36); Tailwind (Lv 40); Sky Attack (Lv 44)
520,Tranquill,Normal,Flying,62,77,62,50,42,65,358,Gust (Lv 1); Growl (Lv 1); Leer (Lv 1); Quick Attack (Lv 1); Taunt (Lv 12); Air Cutter (Lv 16); Swagger (Lv 20); Feather Dance (Lv 26); Detect (Lv 34); Air Slash (Lv 38); Roost (Lv 44); Tailwind (Lv 50); Sky Attack (Lv 56)
521,Unfezant,Normal,Flying,80,115,80,65,55,93,488,Gust (Lv 1); Growl (Lv 1); Leer (Lv 1); Quick Attack (Lv 1); Taunt (Lv 12); Air Cutter (Lv 16); Swagger (Lv 20); Feather Dance (Lv 26); Detect (Lv 36); Air Slash (Lv 42); Roost (Lv 50); Tailwind (Lv 58); Sky Attack (Lv 66)
522,Blitzle,Electric,,45,60,32,50,32,76,295,Quick Attack (Lv 1); Tail Whip (Lv 4); Charge (Lv 8); Shock Wave (Lv 11); Thunder Wave (Lv 15); Flame Charge (Lv 18); Spark (Lv 22); Stomp (Lv 25); Discharge (Lv 29); Agility (Lv 33); Wild Charge (Lv 35); Thrash (Lv 40)
523,Zebstrika,Electric,,75,100,63,80,63,116,497,Tail Whip (Lv 1); Thunder Wave (Lv 1); Quick Attack (Lv 1); Charge (Lv 1); Shock Wave (Lv 11); Flame Charge (Lv 18); Spark (Lv 25); Stomp (Lv 31); Discharge (Lv 36); Agility (Lv 42); Wild Charge (Lv 47); Thrash (Lv 53)
524,Roggenrola,Rock,,55,75,85,25,25,15,280,Sand Attack (Lv 1); Tackle (Lv 1); Harden (Lv 4); Stealth Rock (Lv 8); Mud-Slap (Lv 12); Smack Down (Lv 16); Iron Defense (Lv 20); Headbutt (Lv 24); Rock Slide (Lv 28); Rock Blast (Lv 32); Sandstorm (Lv 36); Stone Edge (Lv 40); Explosion (Lv 44)
525,Boldore,Rock,,70,105,105,50,40,20,390,Power Gem (Lv 0); Sand Attack (Lv 1); Tackle (Lv 1); Harden (Lv 1); Stealth Rock (Lv 1); Mud-Slap (Lv 12); Smack Down (Lv 16); Iron Defense (Lv 20); Headbutt (Lv 24); Rock Slide (Lv 30); Rock Blast (Lv 36); Sandstorm (Lv 42); Stone Edge (Lv 48); Explosion (Lv 54)
526,Gigalith,Rock,,85,135,130,60,80,25,515,Power Gem (Lv 1); Sand Attack (Lv 1); Tackle (Lv 1); Harden (Lv 1); Stealth Rock (Lv 1); Mud-Slap (Lv 12); Smack Down (Lv 16); Iron Defense (Lv 20); Headbutt (Lv 24); Rock Slide (Lv 30); Rock Blast (Lv 36); Sandstorm (Lv 42); Stone Edge (Lv 48); Explosion (Lv 54)
527,Woobat,Psychic,Flying,65,45,43,55,43,72,323,Gust (Lv 1); Attract (Lv 1); Confusion (Lv 5); Endeavor (Lv 10); Air Cutter (Lv 15); Imprison (Lv 20); Assurance (Lv 25); Amnesia (Lv 30); Air Slash (Lv 35); Psychic (Lv 40); Calm Mind (Lv 45); Future Sight (Lv 50); Simple Beam (Lv 55)
528,Swoobat,Psychic,Flying,67,57,55,77,55,114,425,Gust (Lv 1); Attract (Lv 1); Confusion (Lv 1); Endeavor (Lv 1); Air Cutter (Lv 15); Imprison (Lv 20); Assurance (Lv 25); Amnesia (Lv 30); Air Slash (Lv 35); Psychic (Lv 40); Calm Mind (Lv 45); Future Sight (Lv 50); Simple Beam (Lv 55)
529,Drilbur,Ground,,60,85,40,30,45,68,328,Mud-Slap (Lv 1); Rapid Spin (Lv 1); Scratch (Lv 4); Hone Claws (Lv 8); Fury Swipes (Lv 12); Metal Claw (Lv 16); Sandstorm (Lv 20); Crush Claw (Lv 24); Rock Slide (Lv 28); Dig (Lv 32); Swords Dance (Lv 36); Drill Run (Lv 40); Earthquake (Lv 44); Fissure (Lv 48)
530,Excadrill,Ground,Steel,110,135,60,50,65,88,508,Horn Drill (Lv 0); Scratch (Lv 1); Mud-Slap (Lv 1); Rapid Spin (Lv 1); Hone Claws (Lv 1); Fury Swipes (Lv 12); Metal Claw (Lv 16); Sandstorm (Lv 20); Crush Claw (Lv 24); Rock Slide (Lv 28); Dig (Lv 34); Swords Dance (Lv 40); Drill Run (Lv 46); Earthquake (Lv 52); Fissure (Lv 58)
531,Audino,Normal,,103,60,86,60,86,50,445,Pound (Lv 1); Play Nice (Lv 1); Disarming Voice (Lv 4); Baby-Doll Eyes (Lv 9); Helping Hand (Lv 12); Growl (Lv 16); Zen Headbutt (Lv 20); Life Dew (Lv 24); After You (Lv 28); Take Down (Lv 32); Simple Beam (Lv 36); Hyper Voice (Lv 40); Heal Pulse (Lv 44); Double-Edge (Lv 48); Entrainment (Lv 52); Misty Terrain (Lv 56); Last Resort (Lv 60)
532,Timburr,Fighting,,75,80,55,25,35,35,305,Pound (Lv 1); Leer (Lv 1); Low Kick (Lv 4); Rock Throw (Lv 8); Focus Energy (Lv 12); Bulk Up (Lv 16); Rock Slide (Lv 20); Slam (Lv 24); Scary Face (Lv 28); Dynamic Punch (Lv 32); Hammer Arm (Lv 36); Stone Edge (Lv 40); Superpower (Lv 44); Focus Punch (Lv 48)
533,Gurdurr,Fighting,,85,105,85,40,50,40,405,Pound (Lv 1); Leer (Lv 1); Low Kick (Lv 1); Rock Throw (Lv 1); Focus Energy (Lv 12); Bulk Up (Lv 16); Rock Slide (Lv 20); Slam (Lv 24); Scary Face (Lv 30); Dynamic Punch (Lv 36); Hammer Arm (Lv 42); Stone Edge (Lv 48); Superpower (Lv 54); Focus Punch (Lv 60)
534,Conkeldurr,Fighting,,105,140,95,55,65,45,505,Pound (Lv 1); Leer (Lv 1); Low Kick (Lv 1); Rock Throw (Lv 1); Focus Energy (Lv 12); Bulk Up (Lv 16); Rock Slide (Lv 20); Slam (Lv 24); Scary Face (Lv 30); Dynamic Punch (Lv 36); Hammer Arm (Lv 42); Stone Edge (Lv 48); Superpower (Lv 54); Focus Punch (Lv 60)
535,Tympole,Water,,50,50,40,50,40,64,294,Echoed Voice (Lv 1); Growl (Lv 1); Acid (Lv 4); Supersonic (Lv 8); Mud Shot (Lv 12); Round (Lv 16); Bubble Beam (Lv 20); Flail (Lv 24); Uproar (Lv 28); Aqua Ring (Lv 32); Hyper Voice (Lv 36); Muddy Water (Lv 40); Rain Dance (Lv 44); Hydro Pump (Lv 48)
536,Palpitoad,Water,Ground,75,65,55,65,55,69,384,Echoed Voice (Lv 1); Growl (Lv 1); Acid (Lv 1); Supersonic (Lv 1); Mud Shot (Lv 12); Round (Lv 16); Bubble Beam (Lv 20); Flail (Lv 24); Uproar (Lv 30); Aqua Ring (Lv 37); Hyper Voice (Lv 42); Muddy Water (Lv 48); Rain Dance (Lv 54); Hydro Pump (Lv 60)
537,Seismitoad,Water,Ground,105,95,75,85,75,74,509,Drain Punch (Lv 0); Gastro Acid (Lv 1); Echoed Voice (Lv 1); Growl (Lv 1); Acid (Lv 1); Supersonic (Lv 1); Mud Shot (Lv 12); Round (Lv 16); Bubble Beam (Lv 20); Flail (Lv 24); Uproar (Lv 30); Aqua Ring (Lv 39); Hyper Voice (Lv 46); Muddy Water (Lv 54); Rain Dance (Lv 62); Hydro Pump (Lv 70)
538,Throh,Fighting,,120,100,85,30,85,45,465,Bind (Lv 1); Leer (Lv 1); Focus Energy (Lv 5); Circle Throw (Lv 10); Wide Guard (Lv 15); Revenge (Lv 20); Bulk Up (Lv 25); Storm Throw (Lv 30); Vital Throw (Lv 35); Seismic Toss (Lv 40); Endure (Lv 45); Reversal (Lv 50); Superpower (Lv 55)
539,Sawk,Fighting,,75,125,75,30,75,85,465,Rock Smash (Lv 1); Leer (Lv 1); Focus Energy (Lv 5); Double Kick (Lv 10); Quick Guard (Lv 15); Low Sweep (Lv 20); Bulk Up (Lv 25); Retaliate (Lv 30); Brick Break (Lv 35); Counter (Lv 40); Endure (Lv 45); Reversal (Lv 50); Close Combat (Lv 55)
540,Sewaddle,Bug,Grass,45,53,70,40,60,42,310,Tackle (Lv 1); String Shot (Lv 1); Bug Bite (Lv 8); Razor Leaf (Lv 15); Struggle Bug (Lv 22); Endure (Lv 29); Sticky Web (Lv 31); Bug Buzz (Lv 36); Flail (Lv 43)
541,Swadloon,Bug,Grass,55,63,90,50,80,42,380,Protect (Lv 0); Tackle (Lv 1); Razor Leaf (Lv 1); String Shot (Lv 1); Bug Bite (Lv 1); Struggle Bug (Lv 22); Endure (Lv 29); Sticky Web (Lv 31); Bug Buzz (Lv 36); Flail (Lv 43)
542,Leavanny,Bug,Grass,75,103,80,70,80,92,500,Slash (Lv 0); Tackle (Lv 1); Razor Leaf (Lv 1); String Shot (Lv 1); False Swipe (Lv 1); Struggle Bug (Lv 22); Fell Stinger (Lv 29); Helping Hand (Lv 32); Leaf Blade (Lv 36); X-Scissor (Lv 39); Entrainment (Lv 43); Swords Dance (Lv 46); Leaf Storm (Lv 50)
543,Venipede,Bug,Poison,30,45,59,30,39,57,260,Poison Sting (Lv 1); Defense Curl (Lv 1); Rollout (Lv 4); Protect (Lv 8); Poison Tail (Lv 12); Screech (Lv 16); Bug Bite (Lv 20); Venoshock (Lv 24); Take Down (Lv 28); Agility (Lv 32); Toxic (Lv 36); Venom Drench (Lv 40); Double-Edge (Lv 44)
544,Whirlipede,Bug,Poison,40,55,99,40,79,47,360,Iron Defense (Lv 0); Poison Sting (Lv 1); Defense Curl (Lv 1); Rollout (Lv 1); Protect (Lv 1); Poison Tail (Lv 12); Screech (Lv 16); Bug Bite (Lv 20); Venoshock (Lv 26); Take Down (Lv 32); Agility (Lv 38); Toxic (Lv 44); Venom Drench (Lv 50); Double-Edge (Lv 56)
545,Scolipede,Bug,Poison,60,100,89,55,69,112,485,Iron Defense (Lv 1); Baton Pass (Lv 1); Poison Sting (Lv 1); Defense Curl (Lv 1); Rollout (Lv 1); Protect (Lv 1); Poison Tail (Lv 12); Screech (Lv 16); Bug Bite (Lv 20); Venoshock (Lv 26); Take Down (Lv 34); Agility (Lv 42); Toxic (Lv 50); Venom Drench (Lv 58); Double-Edge (Lv 66); Megahorn (Lv 74)
546,Cottonee,Grass,Fairy,40,27,60,37,50,66,280,Helping Hand (Lv 1); Absorb (Lv 1); Fairy Wind (Lv 3); Stun Spore (Lv 6); Mega Drain (Lv 12); Razor Leaf (Lv 15); Growth (Lv 18); Poison Powder (Lv 21); Giga Drain (Lv 24); Charm (Lv 27); Leech Seed (Lv 30); Cotton Spore (Lv 33); Energy Ball (Lv 36); Sunny Day (Lv 39); Endeavor (Lv 42); Cotton Guard (Lv 45); Solar Beam (Lv 48)
547,Whimsicott,Grass,Fairy,60,67,85,77,75,116,480,Moonblast (Lv 1); Hurricane (Lv 1); Cotton Guard (Lv 1); Energy Ball (Lv 1); Tailwind (Lv 1); Endeavor (Lv 1); Helping Hand (Lv 1); Memento (Lv 1); Sunny Day (Lv 1); Charm (Lv 1); Giga Drain (Lv 1); Cotton Spore (Lv 1); Stun Spore (Lv 1); Poison Powder (Lv 1); Solar Beam (Lv 1); Razor Leaf (Lv 1); Growth (Lv 1); Leech Seed (Lv 1); Mega Drain (Lv 1); Absorb (Lv 1); Fairy Wind (Lv 1); Gust (Lv 1)
548,Petilil,Grass,,45,35,50,70,50,30,280,Absorb (Lv 1); Growth (Lv 1); Helping Hand (Lv 3); Stun Spore (Lv 6); Mega Drain (Lv 9); Charm (Lv 12); Magical Leaf (Lv 15); Sleep Powder (Lv 18); Giga Drain (Lv 21); Leech Seed (Lv 24); After You (Lv 27); Energy Ball (Lv 30); Synthesis (Lv 33); Sunny Day (Lv 36); Entrainment (Lv 39); Leaf Storm (Lv 42)
549,Lilligant,Grass,,70,60,75,110,75,90,480,Petal Dance (Lv 0); Petal Blizzard (Lv 1); Entrainment (Lv 1); Quiver Dance (Lv 1); Leaf Storm (Lv 1); Energy Ball (Lv 1); Teeter Dance (Lv 1); Helping Hand (Lv 1); Sunny Day (Lv 1); Synthesis (Lv 1); Charm (Lv 1); Giga Drain (Lv 1); Sleep Powder (Lv 1); Stun Spore (Lv 1); Growth (Lv 1); Leech Seed (Lv 1); Mega Drain (Lv 1); After You (Lv 1); Absorb (Lv 1); Magical Leaf (Lv 5)
550,Basculin,Water,,70,92,65,80,55,98,460,Tail Whip (Lv 1); Water Gun (Lv 1); Tackle (Lv 4); Flail (Lv 8); Aqua Jet (Lv 12); Bite (Lv 16); Scary Face (Lv 20); Headbutt (Lv 24); Soak (Lv 28); Crunch (Lv 32); Take Down (Lv 36); Final Gambit (Lv 40); Wave Crash (Lv 44); Thrash (Lv 48); Double-Edge (Lv 52); Head Smash (Lv 56)
551,Sandile,Ground,Dark,50,72,35,35,35,65,292,Leer (Lv 1); Power Trip (Lv 1); Sand Attack (Lv 3); Hone Claws (Lv 6); Sand Tomb (Lv 9); Scary Face (Lv 12); Bite (Lv 15); Torment (Lv 18); Dig (Lv 21); Swagger (Lv 24); Crunch (Lv 27); Sandstorm (Lv 30); Foul Play (Lv 33); Earthquake (Lv 36); Thrash (Lv 39)
552,Krokorok,Ground,Dark,60,82,45,45,45,74,351,Sand Attack (Lv 1); Leer (Lv 1); Hone Claws (Lv 1); Power Trip (Lv 1); Sand Tomb (Lv 9); Scary Face (Lv 12); Bite (Lv 15); Torment (Lv 18); Dig (Lv 21); Swagger (Lv 24); Crunch (Lv 27); Sandstorm (Lv 32); Foul Play (Lv 35); Earthquake (Lv 42); Thrash (Lv 47)
553,Krookodile,Ground,Dark,95,117,80,65,70,92,519,Sand Attack (Lv 1); Leer (Lv 1); Hone Claws (Lv 1); Power Trip (Lv 1); Sand Tomb (Lv 9); Scary Face (Lv 12); Bite (Lv 15); Torment (Lv 18); Dig (Lv 21); Swagger (Lv 24); Crunch (Lv 27); Sandstorm (Lv 32); Foul Play (Lv 35); Earthquake (Lv 44); Thrash (Lv 51); Outrage (Lv 58)
554,Darumaka,Fire,,70,90,45,15,45,50,315,Ember (Lv 1); Tackle (Lv 1); Taunt (Lv 4); Bite (Lv 8); Incinerate (Lv 12); Work Up (Lv 16); Fire Fang (Lv 20); Headbutt (Lv 24); Fire Punch (Lv 28); Uproar (Lv 32); Belly Drum (Lv 36); Flare Blitz (Lv 40); Thrash (Lv 44); Superpower (Lv 48)
555,Darmanitan,Fire,,105,140,55,30,55,95,480,Hammer Arm (Lv 0); Ember (Lv 1); Tackle (Lv 1); Taunt (Lv 1); Bite (Lv 1); Incinerate (Lv 12); Work Up (Lv 16); Fire Fang (Lv 20); Headbutt (Lv 24); Fire Punch (Lv 28); Uproar (Lv 32); Belly Drum (Lv 38); Flare Blitz (Lv 44); Thrash (Lv 50); Superpower (Lv 56)
556,Maractus,Grass,,75,86,67,106,67,60,461,Spiky Shield (Lv 1); Peck (Lv 1); Absorb (Lv 1); After You (Lv 1); Ingrain (Lv 1); Growth (Lv 4); Mega Drain (Lv 8); Leech Seed (Lv 12); Sucker Punch (Lv 16); Pin Missile (Lv 20); Giga Drain (Lv 24); Sweet Scent (Lv 28); Synthesis (Lv 32); Petal Blizzard (Lv 36); Cotton Spore (Lv 40); Sunny Day (Lv 44); Solar Beam (Lv 48); Acupressure (Lv 52); Petal Dance (Lv 56); Cotton Guard (Lv 60)
557,Dwebble,Bug,Rock,50,65,85,35,35,55,325,Fury Cutter (Lv 1); Sand Attack (Lv 1); Withdraw (Lv 4); Smack Down (Lv 8); Bug Bite (Lv 12); Flail (Lv 16); Slash (Lv 20); Rock Slide (Lv 24); Stealth Rock (Lv 28); Rock Blast (Lv 32); X-Scissor (Lv 36); Rock Polish (Lv 40); Shell Smash (Lv 44); Rock Wrecker (Lv 48)
558,Crustle,Bug,Rock,70,105,125,65,75,45,485,Fury Cutter (Lv 1); Sand Attack (Lv 1); Withdraw (Lv 1); Smack Down (Lv 1); Bug Bite (Lv 12); Flail (Lv 16); Slash (Lv 20); Rock Slide (Lv 24); Stealth Rock (Lv 28); Rock Blast (Lv 32); X-Scissor (Lv 38); Rock Polish (Lv 44); Shell Smash (Lv 50); Rock Wrecker (Lv 56)
559,Scraggy,Dark,Fighting,50,75,70,35,70,48,348,Leer (Lv 1); Low Kick (Lv 1); Payback (Lv 4); Headbutt (Lv 8); Sand Attack (Lv 12); Facade (Lv 16); Torment (Lv 20); Beat Up (Lv 24); Scary Face (Lv 28); Brick Break (Lv 32); Swagger (Lv 36); Crunch (Lv 40); High Jump Kick (Lv 44); Focus Punch (Lv 48); Head Smash (Lv 52)
560,Scrafty,Dark,Fighting,65,90,115,45,115,58,488,Headbutt (Lv 1); Leer (Lv 1); Low Kick (Lv 1); Payback (Lv 1); Sand Attack (Lv 12); Facade (Lv 16); Torment (Lv 20); Beat Up (Lv 24); Scary Face (Lv 28); Brick Break (Lv 32); Swagger (Lv 36); Crunch (Lv 42); High Jump Kick (Lv 48); Focus Punch (Lv 54); Head Smash (Lv 60)
561,Sigilyph,Psychic,Flying,72,58,80,103,80,97,490,Gust (Lv 1); Confusion (Lv 1); Gravity (Lv 5); Hypnosis (Lv 10); Air Cutter (Lv 15); Psybeam (Lv 20); Whirlwind (Lv 25); Cosmic Power (Lv 30); Air Slash (Lv 35); Psychic (Lv 40); Tailwind (Lv 45); Light Screen (Lv 50); Reflect (Lv 50); Sky Attack (Lv 55); Skill Swap (Lv 60)
562,Yamask,Ghost,,38,30,85,55,65,30,303,Astonish (Lv 1); Protect (Lv 1); Haze (Lv 4); Night Shade (Lv 8); Disable (Lv 12); Will-O-Wisp (Lv 16); Crafty Shield (Lv 20); Hex (Lv 24); Mean Look (Lv 28); Grudge (Lv 32); Curse (Lv 36); Shadow Ball (Lv 40); Dark Pulse (Lv 44); Power Split (Lv 48); Guard Split (Lv 48); Destiny Bond (Lv 52)
563,Cofagrigus,Ghost,,58,50,145,95,105,30,483,Shadow Claw (Lv 0); Scary Face (Lv 1); Astonish (Lv 1); Protect (Lv 1); Haze (Lv 1); Night Shade (Lv 1); Disable (Lv 12); Will-O-Wisp (Lv 16); Crafty Shield (Lv 20); Hex (Lv 24); Mean Look (Lv 28); Grudge (Lv 32); Curse (Lv 38); Shadow Ball (Lv 44); Dark Pulse (Lv 50); Power Split (Lv 56); Guard Split (Lv 56); Destiny Bond (Lv 62)
564,Tirtouga,Water,Rock,54,78,103,53,45,22,355,Water Gun (Lv 1); Withdraw (Lv 1); Protect (Lv 3); Aqua Jet (Lv 6); Smack Down (Lv 9); Ancient Power (Lv 12); Bite (Lv 15); Wide Guard (Lv 18); Brine (Lv 21); Rock Slide (Lv 24); Crunch (Lv 27); Curse (Lv 30); Iron Defense (Lv 33); Aqua Tail (Lv 36); Rain Dance (Lv 39); Hydro Pump (Lv 42); Shell Smash (Lv 45)
565,Carracosta,Water,Rock,74,108,133,83,65,32,495,Water Gun (Lv 1); Withdraw (Lv 1); Protect (Lv 1); Aqua Jet (Lv 1); Smack Down (Lv 9); Ancient Power (Lv 12); Bite (Lv 15); Wide Guard (Lv 18); Brine (Lv 21); Rock Slide (Lv 24); Crunch (Lv 27); Curse (Lv 30); Iron Defense (Lv 33); Aqua Tail (Lv 36); Rain Dance (Lv 41); Hydro Pump (Lv 46); Shell Smash (Lv 51)
566,Archen,Rock,Flying,55,112,45,74,45,70,401,Quick Attack (Lv 1); Leer (Lv 1); Rock Throw (Lv 3); Wing Attack (Lv 6); Dragon Breath (Lv 9); Ancient Power (Lv 12); Pluck (Lv 15); Quick Guard (Lv 18); U-turn (Lv 21); Rock Slide (Lv 24); Scary Face (Lv 27); Crunch (Lv 30); Agility (Lv 33); Tailwind (Lv 36); Dragon Claw (Lv 39); Thrash (Lv 42); Endeavor (Lv 45)
567,Archeops,Rock,Flying,75,140,65,112,65,110,567,Quick Attack (Lv 1); Leer (Lv 1); Rock Throw (Lv 1); Wing Attack (Lv 1); Dragon Breath (Lv 9); Ancient Power (Lv 12); Pluck (Lv 15); Quick Guard (Lv 18); U-turn (Lv 21); Rock Slide (Lv 24); Scary Face (Lv 27); Crunch (Lv 30); Agility (Lv 33); Tailwind (Lv 36); Dragon Claw (Lv 41); Thrash (Lv 46); Endeavor (Lv 51)
568,Trubbish,Poison,,50,50,62,40,62,65,329,Pound (Lv 1); Poison Gas (Lv 1); Recycle (Lv 3); Acid Spray (Lv 6); Amnesia (Lv 9); Clear Smog (Lv 12); Toxic Spikes (Lv 15); Sludge (Lv 18); Stockpile (Lv 21); Swallow (Lv 21); Take Down (Lv 24); Sludge Bomb (Lv 27); Toxic (Lv 30); Belch (Lv 33); Pain Split (Lv 37); Gunk Shot (Lv 39); Explosion (Lv 42)
569,Garbodor,Poison,,80,95,82,60,82,75,474,Pound (Lv 1); Take Down (Lv 1); Metal Claw (Lv 1); Poison Gas (Lv 1); Recycle (Lv 1); Acid Spray (Lv 1); Amnesia (Lv 9); Clear Smog (Lv 12); Toxic Spikes (Lv 15); Sludge (Lv 18); Stockpile (Lv 21); Swallow (Lv 21); Body Slam (Lv 24); Sludge Bomb (Lv 27); Toxic (Lv 30); Belch (Lv 33); Pain Split (Lv 39); Gunk Shot (Lv 43); Explosion (Lv 48)
570,Zorua,Dark,,40,65,40,80,40,65,330,Scratch (Lv 1); Leer (Lv 1); Torment (Lv 4); Hone Claws (Lv 8); Fury Swipes (Lv 12); Scary Face (Lv 16); Taunt (Lv 20); Knock Off (Lv 24); Fake Tears (Lv 28); Agility (Lv 32); Imprison (Lv 36); Night Daze (Lv 40); Nasty Plot (Lv 44); Foul Play (Lv 48)
571,Zoroark,Dark,,60,105,60,120,60,105,510,Night Slash (Lv 0); Scratch (Lv 1); Leer (Lv 1); Torment (Lv 1); U-turn (Lv 1); Hone Claws (Lv 1); Fury Swipes (Lv 12); Taunt (Lv 20); Knock Off (Lv 24); Fake Tears (Lv 28); Agility (Lv 34); Imprison (Lv 40); Night Daze (Lv 46); Nasty Plot (Lv 52); Foul Play (Lv 58)
572,Minccino,Normal,,55,50,40,40,40,75,300,Pound (Lv 1); Baby-Doll Eyes (Lv 1); Helping Hand (Lv 4); Echoed Voice (Lv 8); Sing (Lv 12); Charm (Lv 16); Swift (Lv 20); Encore (Lv 24); After You (Lv 28); Tail Slap (Lv 32); Tickle (Lv 36); Slam (Lv 40); Hyper Voice (Lv 44); Last Resort (Lv 48)
573,Cinccino,Normal,,75,95,60,65,60,115,470,Tail Slap (Lv 0); Pound (Lv 1); Sing (Lv 1); Charm (Lv 1); Bullet Seed (Lv 1)
574,Gothita,Psychic,,45,30,50,55,65,45,290,Pound (Lv 1); Confusion (Lv 1); Play Nice (Lv 4); Tickle (Lv 8); Psybeam (Lv 12); Charm (Lv 16); Psyshock (Lv 20); Hypnosis (Lv 24); Fake Tears (Lv 28); Psych Up (Lv 33); Psychic (Lv 36); Flatter (Lv 40); Future Sight (Lv 44); Magic Room (Lv 48)
575,Gothorita,Psychic,,60,45,70,75,85,55,390,Pound (Lv 1); Confusion (Lv 1); Tickle (Lv 1); Play Nice (Lv 1); Psybeam (Lv 12); Charm (Lv 16); Psyshock (Lv 20); Hypnosis (Lv 24); Fake Tears (Lv 28); Psych Up (Lv 35); Flatter (Lv 46); Future Sight (Lv 52); Magic Room (Lv 58)
576,Gothitelle,Psychic,,70,55,95,95,110,65,490,Confusion (Lv 1); Tickle (Lv 1); Play Nice (Lv 1); Pound (Lv 1); Psybeam (Lv 12); Charm (Lv 16); Psyshock (Lv 20); Hypnosis (Lv 24); Fake Tears (Lv 28); Psych Up (Lv 35); Psychic (Lv 40); Flatter (Lv 48); Future Sight (Lv 56); Magic Room (Lv 64)
577,Solosis,Psychic,,45,30,40,105,50,20,290,Confusion (Lv 1); Protect (Lv 1); Recover (Lv 4); Endeavor (Lv 8); Psybeam (Lv 12); Charm (Lv 16); Psyshock (Lv 20); Light Screen (Lv 24); Reflect (Lv 24); Ally Switch (Lv 28); Pain Split (Lv 33); Psychic (Lv 36); Skill Swap (Lv 40); Future Sight (Lv 44); Wonder Room (Lv 48)
578,Duosion,Psychic,,65,40,50,125,60,30,370,Confusion (Lv 1); Recover (Lv 1); Protect (Lv 1); Endeavor (Lv 1); Psybeam (Lv 12); Charm (Lv 16); Psyshock (Lv 20); Light Screen (Lv 24); Reflect (Lv 24); Ally Switch (Lv 28); Pain Split (Lv 35); Psychic (Lv 40); Skill Swap (Lv 46); Future Sight (Lv 52); Wonder Room (Lv 58)
579,Reuniclus,Psychic,,110,65,75,125,85,30,490,Hammer Arm (Lv 0); Confusion (Lv 1); Recover (Lv 1); Protect (Lv 1); Endeavor (Lv 1); Psybeam (Lv 12); Charm (Lv 16); Psyshock (Lv 20); Light Screen (Lv 24); Reflect (Lv 24); Ally Switch (Lv 28); Pain Split (Lv 35); Psychic (Lv 40); Skill Swap (Lv 48); Future Sight (Lv 56); Wonder Room (Lv 64)
580,Ducklett,Water,Flying,62,44,50,44,50,55,305,Water Gun (Lv 1); Defog (Lv 6); Wing Attack (Lv 9); Water Pulse (Lv 13); Aerial Ace (Lv 15); Bubble Beam (Lv 19); Feather Dance (Lv 21); Aqua Ring (Lv 24); Air Slash (Lv 27); Roost (Lv 30); Rain Dance (Lv 34); Tailwind (Lv 37); Brave Bird (Lv 41); Hurricane (Lv 46)
581,Swanna,Water,Flying,75,87,63,87,63,98,473,Wing Attack (Lv 1); Water Gun (Lv 1); Defog (Lv 1); Water Pulse (Lv 13); Aerial Ace (Lv 15); Bubble Beam (Lv 19); Feather Dance (Lv 21); Aqua Ring (Lv 24); Air Slash (Lv 27); Roost (Lv 30); Rain Dance (Lv 34); Tailwind (Lv 40); Brave Bird (Lv 47); Hurricane (Lv 55)
582,Vanillite,Ice,,36,50,50,65,60,44,305,Astonish (Lv 1); Harden (Lv 1); Taunt (Lv 4); Mist (Lv 8); Icy Wind (Lv 12); Avalanche (Lv 16); Hail (Lv 20); Icicle Spear (Lv 24); Uproar (Lv 28); Acid Armor (Lv 32); Mirror Coat (Lv 36); Ice Beam (Lv 40); Blizzard (Lv 44); Sheer Cold (Lv 48)
